# non-physical-nouns.tsv
#
# 16958 single-word English common nouns for which NO sense in Open English
# WordNet 2024 inherits from `physical entity` or `thing`. Every sense of every
# lemma below traces upward to `abstraction`.
#
# Generated: 2026-08-20
#
# ---------------------------------------------------------------------------
# ATTRIBUTION (required — this file is a derivative work)
# ---------------------------------------------------------------------------
# Derived from Open English WordNet 2024
#   https://github.com/globalwordnet/english-wordnet
#   Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0)
#   https://creativecommons.org/licenses/by/4.0/
#
# Cite as:
#   John P. McCrae, Alexandre Rademaker, Francis Bond, Ewa Rudnicka and
#   Christiane Fellbaum (2019) "English WordNet 2019 - An Open-Source WordNet
#   for English." In Proceedings of the 10th Global WordNet Conference (GWC
#   2019), Wroclaw.
#
# CC BY 4.0 permits commercial use and redistribution provided attribution is
# given and changes are indicated. Changes made here: filtered to single-word
# lowercase noun lemmas; removed lemmas having any `physical entity` sense;
# annotated each remaining lemma with its immediate branch(es) under
# `abstraction`; no lexical content was altered.
# ---------------------------------------------------------------------------
#
# FORMAT: lemma<TAB>branches   (branches semicolon-separated when a lemma has
# senses in more than one branch)
#
# Branch counts (as sole branch):
#   attribute: 4983
#   event: 3738
#   psychological feature: 1707
#   communication: 1402
#   measure: 1029
#   group: 586
#   relation: 542
#   right: 8
#   absolute: 1
#   otherworld: 1
#   set: 1
#   (multi-branch lemmas: 2960)
#
# NOTE ON `group`: WordNet files collective nouns (crowd, committee, herd)
# under `abstraction`. 586 lemmas here are group-only and are arguably
# concrete. Filter with: awk -F'\t' '$2 !~ /group/' non-physical-nouns.tsv
#
lemma	branches
mileage	relation
milepost	communication
milestone	communication;event
miliaria	psychological feature
milieu	attribute
militainment	event
militance	attribute
militancy	attribute
militarisation	event
militarism	psychological feature
militarization	event
military	group
militia	group
milium	attribute
milkshake	measure
millenarianism	psychological feature
millenarism	psychological feature
millenary	measure
millennium	measure;psychological feature
millenniumism	psychological feature
milliampere	measure
milliard	measure
millibar	measure
millicurie	measure
millidegree	measure
milliequivalent	attribute;measure
millifarad	measure
milligram	measure
millihenry	measure
milliliter	measure
millilitre	measure
millime	measure
millimeter	measure
millimetre	measure
millimicron	measure
milline	measure
million	measure
millionth	attribute;measure
milliradian	measure
millirem	measure
milliroentgen	measure
millisecond	measure
millivolt	measure
milliwatt	measure
mimesis	attribute;communication;psychological feature
mimicry	event;psychological feature
min	measure
mindfuck	event
mindfulness	attribute
mindlessness	attribute
mindset	psychological feature
minelaying	event
mineralogy	psychological feature
minesweeping	event
minginess	attribute
mingling	event
miniaturisation	event
miniaturization	event
minim	communication;measure
minimalism	group
minimality	attribute
minimisation	event
minimization	event
mining	event
ministration	event
minority	attribute;group;measure
minors	group
minstrelsy	communication;group;psychological feature
mintage	event;measure;relation
mintiness	attribute
mintmark	communication
minuend	measure
minuet	communication;event;psychological feature
minus	event
minuscule	communication
minute	communication;measure;relation
minuteness	attribute
minutes	communication
minutia	attribute;psychological feature
minyan	group
miracle	event
miriness	attribute
mirth	attribute
mirthfulness	attribute
mirza	relation
misadventure	event
misalignment	relation
misalliance	attribute
misanthropy	attribute
misapplication	event
misapprehension	psychological feature
misappropriation	event
misbehavior	event
misbehaviour	event
miscalculation	event
miscarriage	event
miscellanea	group
mischief	attribute;event
mischievousness	attribute;event
misconception	psychological feature
misconduct	event
misconstrual	communication
misconstruction	communication;group
miscount	event
miscreation	event
miscue	event
misdating	event
misdeal	event
misdeed	event
misdemeanor	event
misdemeanour	event
misdirection	communication;event
miserabilism	group
miserableness	attribute
miserliness	attribute
misery	attribute
misestimation	event
misfeasance	event
misfire	event
misfortune	attribute;event
misgiving	attribute;psychological feature
misgovernment	event
mishegaas	event
mishegoss	event
mishmash	group
mishpachah	group
mishpocha	group
misinformation	communication
misinterpretation	communication
misleadingness	attribute
mismanagement	event
mismatch	psychological feature
misnomer	relation
misocainea	attribute
misogamy	attribute
misogynism	attribute
misogyny	attribute
misology	attribute
misoneism	attribute
misopedia	attribute
misplacement	relation
misplay	event
misprint	communication
mispronunciation	communication
misquotation	communication
misquote	communication
misreading	communication
misreckoning	event
misrepresentation	communication;event
misrule	event
misshapenness	attribute
mission	event;group
misspelling	communication
misstatement	communication
misstep	event
mistake	communication;event;psychological feature
mistaking	communication
mistiming	event
mistiness	attribute
mistranslation	communication
mistreatment	event
mistrial	event
mistrust	attribute
misunderstanding	communication;psychological feature
misuse	event
mitigation	communication;event
mitsvah	event;psychological feature
mittelschmerz	psychological feature
mitzvah	event;psychological feature
mixing	event
mixology	psychological feature
ml	measure
mm	measure
mnemonic	event
mnemonics	psychological feature
mo	measure
moan	communication
mob	group
mobilisation	event
mobility	attribute
mobilization	event
mobocracy	group
mock	event
mockery	communication;event;psychological feature
modal	group
modality	event;psychological feature;relation
mode	attribute;communication;psychological feature;relation
moderateness	attribute
moderation	attribute;event
moderationism	psychological feature
moderatism	psychological feature
moderatorship	event
modernisation	event
modernity	attribute
modernization	communication;event
modernness	attribute
modestness	attribute
modesty	attribute
modicum	measure
modishness	attribute
mods	group
modulation	communication;event
modulus	measure
moiety	group;measure
moistening	event
moistness	attribute
moisture	attribute
mojo	psychological feature
moksa	event
mol	measure
molality	attribute
molarity	attribute
moldiness	attribute
molestation	event
mollification	attribute;event
molluscum	attribute
momentousness	attribute
momentum	attribute
momism	event
monandry	attribute
monarchism	psychological feature
monarchy	group
monas	measure
monasticism	attribute
monetarism	psychological feature
monetisation	event
monetization	event
money	measure;relation
moneymaking	event
mongo	measure
mongolianism	attribute
mongolism	attribute
moniker	relation
monism	psychological feature
monition	communication
monitoring	event
monkhood	group
mono	attribute
monocentrism	psychological feature
monochromacy	attribute
monochromasy	attribute
monochromatism	attribute
monochromia	attribute
monocracy	group
monoculture	event
monocytosis	psychological feature
monody	communication
monogamousness	attribute
monogamy	attribute
monogram	communication
monograph	communication
monogyny	attribute
monoideism	attribute
monolatry	event
monologue	communication
monomania	psychological feature
monometallism	attribute
mononeuropathy	attribute
mononucleosis	attribute
monophony	communication
monoplegia	attribute
monopolisation	event
monopolization	event
monopoly	attribute;event
monopsony	event
monorail	group
monorchidism	attribute
monorchism	attribute
monosemy	attribute
monosomy	attribute
monosyllable	relation
monotheism	attribute;psychological feature
monotone	communication
monotony	attribute
monotopism	psychological feature
monte	event
month	measure
monthsary	measure
moo	event
mood	attribute;relation
moodiness	attribute
moolah	measure
mooneye	attribute
moonshot	psychological feature
moonwalk	event
moot	event
mopes	attribute
mopping	event
moral	communication
morale	attribute
moralisation	communication;event
moralism	communication;event
morality	attribute;psychological feature
moralization	communication;event
moralizing	communication
morals	psychological feature
moratorium	attribute;measure
morbidity	attribute;relation
morbidness	attribute
morbilli	attribute
mordacity	attribute
mores	psychological feature
morgen	measure
morn	measure
mornight	measure
morning	communication;event;measure;psychological feature
moronity	psychological feature
moroseness	attribute
morphea	attribute
morpheme	relation
morphology	psychological feature
morphophoneme	relation
morphophonemics	psychological feature
morphophysiology	psychological feature
morrow	measure
morsel	measure
mortality	attribute;relation
mortgage	relation
mortmain	attribute;relation
mosaicism	attribute
moshav	group
mot	communication
motet	communication
mothball	attribute
motherese	communication
motherhood	relation
motherliness	attribute
motility	attribute;event
motionlessness	attribute
motivating	event
motivation	attribute;event;psychological feature
motivator	psychological feature
motivity	attribute
motorcade	event;group
motorcycling	event
motoring	event
motorisation	event
motorization	event
mottle	attribute
mottling	event
motto	communication
moue	communication
mountaineering	event
mournfulness	attribute
mourning	attribute;communication;event
mouthful	measure
movability	attribute
movable	relation
movableness	attribute
move	event
moviemaking	event
moxie	attribute
mph	psychological feature;relation
mrem	measure
ms	communication
msec	measure
mu	communication
much	measure
muchness	attribute
muckheap	group
muckhill	group
muckle	measure
muckraking	event
mucopolysaccharidosis	attribute
mucoviscidosis	attribute
muddiness	attribute
muddle	attribute
mudra	event
mudslide	event
mugful	measure
mugginess	attribute
mugging	event
mujahadeen	group
mujahadein	group
mujahadin	group
mujahedeen	group
mujahedin	group
mujahideen	group
mujahidin	group
mulct	relation
muliebrity	attribute
mulishness	attribute
multicollinearity	psychological feature
multiculturalism	psychological feature
multidimensionality	attribute
multifariousness	attribute
multifunctionality	attribute
multimedia	event
multinomial	relation
multiple	psychological feature
multiplicand	measure
multiplicity	attribute
multiplier	measure
multistage	measure
multitude	group;measure
multitudinousness	attribute
multivalence	attribute
multivalency	attribute
multiversity	group
mumble	communication
mumbling	communication;event
mummery	communication
mumps	attribute
mumpsimus	psychological feature
mundaneness	attribute
mundanity	attribute
munificence	attribute
muniments	communication
murder	event
murderousness	attribute
murmur	event;psychological feature;relation
murmuration	event
murmuring	event
murrain	attribute
musclebuilding	event
muscularity	attribute
muse	psychological feature
mushiness	attribute
music	communication;event;psychological feature
musicality	attribute
musicalness	attribute
musicianship	psychological feature
musicology	psychological feature
musing	psychological feature
musketry	attribute;group
muskiness	attribute
musophobia	attribute
muss	attribute
mussiness	attribute
mussitation	event
muster	event;group
musth	measure
mustiness	attribute
mutability	attribute
mutableness	attribute
mutagenesis	event
mutchkin	measure
muteness	attribute
mutilation	event
mutiny	event
mutism	attribute
mutter	event
muttering	event
mutualism	relation
mutuality	relation
mutualness	relation
mv	measure
myalgia	psychological feature
myasthenia	attribute
mycology	psychological feature
myelatelia	attribute
myelitis	psychological feature
myelofibrosis	attribute
myelography	event
myeloma	attribute
myelomeningocele	attribute
myg	measure
myiasis	attribute
mym	measure
myocardiopathy	attribute
myocarditis	psychological feature
myoclonus	psychological feature
myodynia	psychological feature
myoglobinuria	psychological feature
myogram	communication
myology	psychological feature
myoma	attribute
myometritis	psychological feature
myopathy	attribute
myopia	attribute
myosarcoma	attribute
myositis	psychological feature
myotomy	event
myotonia	attribute
myriad	measure
myriagram	measure
myriameter	measure
myriametre	measure
myringectomy	event
myringoplasty	event
myringotomy	event
mysoandry	attribute
mysophilia	attribute
mysophobia	attribute
mystery	attribute;communication
mysticism	attribute;psychological feature
mystifier	communication
mystique	attribute
myth	communication
mythologisation	communication
mythologization	communication
mythology	group;psychological feature
myxedema	attribute
myxoedema	attribute
myxoma	attribute
myxomatosis	attribute
n	communication
nada	measure
naira	measure
